"activity" "subject" "Mean_of_tBodyAcc-mean-X" "Mean_of_tBodyAcc-mean-Y" "Mean_of_tBodyAcc-mean-Z" "Mean_of_tBodyAcc-std-X" "Mean_of_tBodyAcc-std-Y" "Mean_of_tBodyAcc-std-Z" "Mean_of_tGravityAcc-mean-X" "Mean_of_tGravityAcc-mean-Y" "Mean_of_tGravityAcc-mean-Z" "Mean_of_tGravityAcc-std-X" "Mean_of_tGravityAcc-std-Y" "Mean_of_tGravityAcc-std-Z" "Mean_of_tBodyAccJerk-mean-X" "Mean_of_tBodyAccJerk-mean-Y" "Mean_of_tBodyAccJerk-mean-Z" "Mean_of_tBodyAccJerk-std-X" "Mean_of_tBodyAccJerk-std-Y" "Mean_of_tBodyAccJerk-std-Z" "Mean_of_tBodyGyro-mean-X" "Mean_of_tBodyGyro-mean-Y" "Mean_of_tBodyGyro-mean-Z" "Mean_of_tBodyGyro-std-X" "Mean_of_tBodyGyro-std-Y" "Mean_of_tBodyGyro-std-Z" "Mean_of_tBodyGyroJerk-mean-X" "Mean_of_tBodyGyroJerk-mean-Y" "Mean_of_tBodyGyroJerk-mean-Z" "Mean_of_tBodyGyroJerk-std-X" "Mean_of_tBodyGyroJerk-std-Y" "Mean_of_tBodyGyroJerk-std-Z" "Mean_of_tBodyAccMag-mean" "Mean_of_tBodyAccMag-std" "Mean_of_tGravityAccMag-mean" "Mean_of_tGravityAccMag-std" "Mean_of_tBodyAccJerkMag-mean" "Mean_of_tBodyAccJerkMag-std" "Mean_of_tBodyGyroMag-mean" "Mean_of_tBodyGyroMag-std" "Mean_of_tBodyGyroJerkMag-mean" "Mean_of_tBodyGyroJerkMag-std" "Mean_of_fBodyAcc-mean-X" "Mean_of_fBodyAcc-mean-Y" "Mean_of_fBodyAcc-mean-Z" "Mean_of_fBodyAcc-std-X" "Mean_of_fBodyAcc-std-Y" "Mean_of_fBodyAcc-std-Z" "Mean_of_fBodyAcc-meanFreq-X" "Mean_of_fBodyAcc-meanFreq-Y" "Mean_of_fBodyAcc-meanFreq-Z" "Mean_of_fBodyAccJerk-mean-X" "Mean_of_fBodyAccJerk-mean-Y" "Mean_of_fBodyAccJerk-mean-Z" "Mean_of_fBodyAccJerk-std-X" "Mean_of_fBodyAccJerk-std-Y" "Mean_of_fBodyAccJerk-std-Z" "Mean_of_fBodyAccJerk-meanFreq-X" "Mean_of_fBodyAccJerk-meanFreq-Y" "Mean_of_fBodyAccJerk-meanFreq-Z" "Mean_of_fBodyGyro-mean-X" "Mean_of_fBodyGyro-mean-Y" "Mean_of_fBodyGyro-mean-Z" "Mean_of_fBodyGyro-std-X" "Mean_of_fBodyGyro-std-Y" "Mean_of_fBodyGyro-std-Z" "Mean_of_fBodyGyro-meanFreq-X" "Mean_of_fBodyGyro-meanFreq-Y" "Mean_of_fBodyGyro-meanFreq-Z" "Mean_of_fBodyAccMag-mean" "Mean_of_fBodyAccMag-std" "Mean_of_fBodyAccMag-meanFreq" "Mean_of_fBodyBodyAccJerkMag-mean" "Mean_of_fBodyBodyAccJerkMag-std" "Mean_of_fBodyBodyAccJerkMag-meanFreq" "Mean_of_fBodyBodyGyroMag-mean" "Mean_of_fBodyBodyGyroMag-std" "Mean_of_fBodyBodyGyroMag-meanFreq" "Mean_of_fBodyBodyGyroJerkMag-mean" "Mean_of_fBodyBodyGyroJerkMag-std" "Mean_of_fBodyBodyGyroJerkMag-meanFreq" "Mean_of_angle(tBodyAccMean,gravity)" "Mean_of_angle(tBodyAccJerkMean),gravityMean)" "Mean_of_angle(tBodyGyroMean,gravityMean)" "Mean_of_angle(tBodyGyroJerkMean,gravityMean)" "Mean_of_angle(X,gravityMean)" "Mean_of_angle(Y,gravityMean)" "Mean_of_angle(Z,gravityMean)"
"SITTING" 17 0.274029548065217 -0.0175416045074728 -0.109199853130082 -0.608455243870734 -0.567005319464348 -0.660582755619022 0.69893741138587 -0.013734698125 -0.0177042428953804 -0.971771652907609 -0.958810046467391 -0.949039213831522 0.0814060565059783 0.00848949673339674 0.00270288011005435 -0.682603096154891 -0.668693821044565 -0.813339560652174 -0.0146686177049565 -0.082710926198038 0.077025064375462 -0.759011119945652 -0.764867040625 -0.720741038680163 -0.107854170946467 -0.039171944702962 -0.0508496510874185 -0.788387981630435 -0.825988662771739 -0.808251302907609 -0.568367244093859 -0.636074477703533 -0.568367244093859 -0.636074477703533 -0.696465197235054 -0.693946394750815 -0.676185123284103 -0.750145260967391 -0.810438232853261 -0.825255969701087 -0.651780423718288 -0.601741376260245 -0.718947424896739 -0.59351017342337 -0.576930056063587 -0.656622932009511 -0.226292383353533 0.00529992922366848 0.00755635803706522 -0.716681622653533 -0.694754837788043 -0.802528785896739 -0.67654494089212 -0.663158393238587 -0.822801747581522 -0.0799059758048913 -0.161634762970163 -0.162384817735924 -0.728710411180707 -0.774745258994565 -0.726857840652174 -0.770057225710326 -0.761335243695652 -0.745101477910326 -0.0811027581206794 -0.106778297950136 -0.0322664579146196 -0.646189154826902 -0.687536943227717 0.035532440850462 -0.697575558993207 -0.692595778979891 0.216394127864783 -0.769498551467391 -0.782232494673913 0.00488337138671196 -0.829124468315217 -0.833701023152174 0.232792536134511 0.0135537227622011 -0.00277127836578804 0.0151696280288043 0.0111459170350543 -0.495305445978261 0.0821580695027174 0.0213229202432065
"SITTING" 19 0.274728278461538 -0.0161937053371795 -0.106971953217949 -0.983706167948718 -0.955835759487179 -0.959403922307692 0.759788574102564 0.0205548279487179 0.33369004425641 -0.980547458076923 -0.974506892051282 -0.965898206923077 0.0754987303089744 0.0101588435987179 0.000933886249782051 -0.987056352564103 -0.976745864871795 -0.987054267692308 -0.0239638268382051 -0.0659241056410256 0.0855267904914103 -0.976500945769231 -0.973938295897436 -0.971535677820513 -0.0993183353846154 -0.0412910828589744 -0.0558204450128205 -0.982878405641026 -0.989480799358974 -0.985228984358974 -0.967630046410256 -0.96428652051282 -0.967630046410256 -0.96428652051282 -0.985912167820513 -0.982970655897436 -0.956717993717949 -0.964276738076923 -0.988983329615385 -0.986067566025641 -0.984255713846154 -0.962408410897436 -0.971502972692308 -0.983583491025641 -0.954567041538462 -0.955532340512821 -0.118346233475641 -0.0045075476024359 0.0311707027192308 -0.987032099230769 -0.976037100512821 -0.984388027179487 -0.988304746153846 -0.97953170525641 -0.988454999230769 0.181181249433333 -0.0485116913358974 0.0480461286333333 -0.973600250384615 -0.978913558846154 -0.972983852179487 -0.977522990769231 -0.971505860512821 -0.973696549102564 -0.125566473180769 -0.31225545274359 -0.111957258871795 -0.96946894948718 -0.966153062179487 0.0520767810637949 -0.98231601974359 -0.982715393461538 0.325770739512821 -0.973814316410256 -0.964450168076923 -0.16764438369359 -0.987124077051282 -0.985482119102564 0.138417250498718 0.0281686250602564 -0.0221074491646154 0.00489036713346154 0.0307063803974359 -0.506084556282051 0.0648610711410256 -0.227603102602564
"STANDING" 1 0.265696920582133 -0.0182981725176081 -0.10784573454611 -0.545795331328326 -0.367716218227378 -0.502645746562824 0.744867411573487 -0.0825562579855908 0.072339870389049 -0.959859435936599 -0.951150627458213 -0.925817590867435 0.0770930495126801 0.0165908438802305 -0.00910758730117003 -0.524721922818732 -0.470412403511239 -0.717322274881844 -0.0208764064320173 -0.0880722729400576 0.0862641666597983 -0.686555715201729 -0.450979810499568 -0.597496136795101 -0.0971120197265994 -0.0417164808293948 -0.0471393985477522 -0.637812687210375 -0.634472244550432 -0.664591977786455 -0.453632943768818 -0.497096402038329 -0.453632943768818 -0.497096402038329 -0.545431612066571 -0.515922167555159 -0.475404785802305 -0.499839593745821 -0.639517432642651 -0.652050770910663 -0.531895161258213 -0.406435448904438 -0.596411165253602 -0.553060616663401 -0.390150939647061 -0.498583091676081 -0.180558714010749 0.0576291646962536 0.0583692776609798 -0.547348892435764 -0.507343617969859 -0.695305113832853 -0.543979776127867 -0.466251676533372 -0.737861932680115 -0.0488005965884726 -0.21527915818415 -0.0964496376997118 -0.623219182311527 -0.505309434070029 -0.553529065425648 -0.708263420861671 -0.429825832648703 -0.650476162132565 -0.0320324102759078 -0.0901517235974063 -0.0180063943472334 -0.478448523354179 -0.589710231217867 0.142062162506138 -0.499075765624092 -0.541823079570029 0.200055179527839 -0.535002770337752 -0.566576670397695 0.0649309438160231 -0.645970655298847 -0.685811262634006 0.198031580056455 0.0376077057057925 0.00901810943544669 -0.0134509534112392 -0.0016303535815562 -0.535773765244957 0.122790250801441 -0.0390790177233429
"STANDING" 3 0.273428719636364 -0.017856067384956 -0.106492632429097 -0.623413602046921 -0.480015920697654 -0.653625579293255 0.707814353343108 -0.0260590480328739 0.0480937904190616 -0.966457565630499 -0.9445645371261 -0.926966278211144 0.0701731261988856 0.0144664329060411 -0.000526818872875366 -0.635484688041056 -0.55721186773783 -0.796066240234604 -0.0248490682828446 -0.0743565308442815 0.0866875497119062 -0.699262195705865 -0.76302218170088 -0.709483440322581 -0.0991554609633431 -0.0401923943695015 -0.0521178264170088 -0.689328428607038 -0.842659862111437 -0.743028500565982 -0.563140802770059 -0.591224780306452 -0.563140802770059 -0.591224780306452 -0.650182434328446 -0.607658214170381 -0.643150121648094 -0.674010290979472 -0.784056656246334 -0.80366136372434 -0.625733289873607 -0.501779938505279 -0.699656828592375 -0.623805015199413 -0.502753639795894 -0.657443765803519 -0.192817340495308 0.0389282523284457 0.00447261449052786 -0.645893496630499 -0.582949919157742 -0.780101644193548 -0.657844055881525 -0.559851186088408 -0.81080601659824 -0.0476941200470968 -0.236874240885924 -0.193657539305073 -0.642097719778592 -0.775144985073314 -0.670734708996481 -0.719276622702346 -0.758505287214076 -0.751008875659824 -0.102568067670674 -0.167675025582991 -0.0321862688221114 -0.579076453758064 -0.663079838985044 0.0770665587562757 -0.604752108072727 -0.615643694857361 0.11231984174566 -0.716822144279179 -0.703839403007038 -0.0846075231245126 -0.810085498651026 -0.810032718739003 0.0599628733252199 0.0140943888357038 0.0134500193845455 0.0359008263363636 -0.0192074752090909 -0.503323420175953 0.075626283568915 -0.0174901508665689
"STANDING" 5 0.279177960301325 -0.0154833455336192 -0.105661736816887 -0.507691011391722 -0.402724906078146 -0.646443640175497 0.698153719072848 0.112313109736755 0.0921607197449904 -0.964629108807947 -0.939973777950331 -0.94207867884106 0.0841019899622517 0.0017656830384106 -0.0029537113427351 -0.575890535679801 -0.506544358609603 -0.78456199486755 -0.0294516873643046 -0.0774316445596026 0.0866267116745033 -0.709955676983444 -0.705638306688742 -0.606589817380795 -0.103522877147351 -0.0490624519374172 -0.0506258160122517 -0.662581310334437 -0.774114270364238 -0.564680771249007 -0.460866415568709 -0.52162345171192 -0.460866415568709 -0.52162345171192 -0.589313870006622 -0.589031268133113 -0.602770284825828 -0.664078383532781 -0.707383517582782 -0.734187493344371 -0.55123770513245 -0.440232431795033 -0.696171811490066 -0.492829885748675 -0.422162171100331 -0.649351210748344 -0.226370689942053 0.0748636861897351 0.0062663175707947 -0.604769869438742 -0.550991969857417 -0.768762357980132 -0.584013626983444 -0.491500434303907 -0.798835563807947 -0.10292084499106 -0.27429092242043 -0.163706246351656 -0.632239300829801 -0.71706218781457 -0.537329127293278 -0.73573857718543 -0.702290390960265 -0.669353687483444 -0.0381646986649007 -0.0720666007195695 0.0744028987918874 -0.528503022745033 -0.594259529756954 0.0781455594845364 -0.573176177044172 -0.613485123609272 0.131619298935099 -0.677355755703311 -0.715731148145695 0.062219113935298 -0.748829309536424 -0.735610602483444 0.0307564556565894 -0.00911213827748344 -0.0152166119291391 -0.00953130166963576 -0.0233952550609272 -0.598120786887417 -0.0378727910794702 -0.0440818730005695
"STANDING" 6 0.272376614181538 -0.0175697042641846 -0.11599454136 -0.505086085072062 -0.368403670137262 -0.672512004586708 0.688702063569231 0.0162055455953846 0.0475199990906462 -0.958898709015385 -0.9509348864 -0.937910223507692 0.0813833604034769 0.000479281129661539 -0.00225896302076923 -0.531468310262154 -0.454437496885815 -0.738955207627692 -0.0433611785374462 -0.0706129097498462 0.0973130293888923 -0.653800660041538 -0.626252072652308 -0.599910232855692 -0.0829159966093231 -0.0454921005615385 -0.0533610323667692 -0.546009968372308 -0.677635980501539 -0.526908306306892 -0.464770006998123 -0.483790606354154 -0.464770006998123 -0.483790606354154 -0.551413652396923 -0.502935062310769 -0.549494852037046 -0.579837818063692 -0.621936158532308 -0.644474485460492 -0.506174926221538 -0.392041410138769 -0.683725945015385 -0.506680276530492 -0.396677793847908 -0.694365207233846 -0.191537066813538 0.0590114878605846 0.113046089288708 -0.549394273848923 -0.503558973703692 -0.720867157741538 -0.555346159400332 -0.437837459287385 -0.755751144098462 -0.0956140259974462 -0.305422668448923 -0.1006823905788 -0.537201442069846 -0.621188724858462 -0.507604207506462 -0.692862440004 -0.633236229753846 -0.67302031484 0.0289087194733538 -0.0427900206246154 0.101044783556 -0.473974924380431 -0.570910289993846 0.102346682227846 -0.494882316238462 -0.516711262173969 0.0831165453227692 -0.579130051151385 -0.657368673849846 0.104193397607938 -0.651886909221538 -0.660175875210246 0.081817622852 -0.0138330473166462 -0.00348166721446154 0.0923274191257231 -0.0623473875535385 -0.528657882923077 0.0197335438526154 -0.0125524016118246
"STANDING" 7 0.270211697814935 -0.0187904887668182 -0.112492375388312 -0.577518324748052 -0.546403365345779 -0.456473642256981 0.681289120844156 -0.0420221452496753 0.0342160711928604 -0.956538178587662 -0.955312554090909 -0.923304724090909 0.0831829573168831 0.00760909767418831 -0.00791725696048701 -0.615131377408279 -0.622997416262013 -0.664336860544416 -0.0518716929407792 -0.0646077113078896 0.0977671721406169 -0.687155474097403 -0.652408657909091 -0.663340760331169 -0.0942037376182662 -0.0414401406082792 -0.0610307928148701 -0.701731200484416 -0.674920114957468 -0.750808705594156 -0.511312036747403 -0.510669879158539 -0.511312036747403 -0.510669879158539 -0.622815767680292 -0.550560230585714 -0.581899897967532 -0.598670795839286 -0.713191348337662 -0.658017844948377 -0.593011288564935 -0.563547785174026 -0.531005941495552 -0.572347541484091 -0.567046977262987 -0.460792123277305 -0.311790512382468 -0.0300713296399351 0.0146620852844481 -0.637521940243831 -0.641687333850227 -0.642515716574286 -0.626785744584416 -0.62853163071948 -0.684856438953896 -0.11978430017462 -0.239501714015909 -0.220260861049058 -0.643767578493507 -0.630419275006169 -0.655083354905844 -0.703883646896104 -0.671161922837662 -0.698949518905844 -0.134491772785779 -0.103884514547565 -0.0863412384825 -0.518323878824675 -0.583819796092208 -0.0106873745212792 -0.553360009658182 -0.550683254908442 0.108695730522532 -0.628877272791136 -0.650923648207792 -0.0352276334005552 -0.668879188156396 -0.668963362464935 0.0631920436939935 0.00269012793097403 -0.0101427330402597 0.0421957283409091 -0.0230124181622597 -0.525683267337662 0.108786539103896 -0.0334261884535714
"STANDING" 8 0.270759063295374 -0.0181894974688612 -0.106809623683986 -0.582958863017438 -0.349383732046263 -0.499472687913167 0.647498175409253 0.0303211113118861 0.0836542406807936 -0.954256666035587 -0.94844645047331 -0.923180663601423 0.084215745375516 0.000860301581786477 -0.0196719912994306 -0.575993073911744 -0.458724925167972 -0.66835678475516 0.00359053897160142 -0.091077509832669 0.0640867611561922 -0.656219242281851 -0.570941237019217 -0.511392038012811 -0.104969855200356 -0.0400922240331673 -0.0582887148366548 -0.674984452240214 -0.683086930288968 -0.695970301754448 -0.468522592843416 -0.554038979266192 -0.468522592843416 -0.554038979266192 -0.534248616612028 -0.564471999961566 -0.476214943826192 -0.581422885341281 -0.673625525658363 -0.715838385516014 -0.581831414648399 -0.374944236206406 -0.550979388719929 -0.585343460535587 -0.378656458967972 -0.513206312959075 -0.216022261686477 0.0263297524124555 0.0913951982033452 -0.59163500910605 -0.495906215569395 -0.644285802406762 -0.598546245236655 -0.45636839585694 -0.691480916950178 0.0212336768810676 -0.169061574411388 -0.0826086104950178 -0.601382421248399 -0.575938482711388 -0.525562919047438 -0.675275353078292 -0.573087292172598 -0.553968587869751 -0.117102793715658 -0.153879695796192 -0.0430258806635231 -0.512106792856939 -0.651638076286121 0.146541439681957 -0.529244911130605 -0.618027414911032 0.271528870278648 -0.609984289180071 -0.636673891144128 -0.0232241525951918 -0.70215621546726 -0.755717299964413 0.223748693337011 0.0241015302255872 -0.0447760524743772 -0.0456562960846975 -0.014249245677758 -0.464037618576512 0.0469561517516014 -0.0596437771975801
"STANDING" 11 0.27285549 -0.0240660055 -0.10390072 -0.97988363 -0.93647613 -0.974387225 0.93750413 -0.172343855 0.22207886 -0.983119445 -0.980201085 -0.973580035 0.0850567935 0.0484157275 -0.00655649775 -0.963263105 -0.956429385 -0.98231109 -0.078305496 -0.131501155 0.077268165 -0.96647581 -0.987254135 -0.958296495 -0.0838631045 -0.036056577 -0.033371406 -0.961040155 -0.982815065 -0.97791635 -0.973018775 -0.949595955 -0.973018775 -0.949595955 -0.977283 -0.948422915 -0.935153045 -0.95915 -0.98485877 -0.9667386 -0.970229035 -0.93244833 -0.974745295 -0.98532634 -0.94205434 -0.97532047 0.22141003 0.052376705 0.1399469435 -0.95938966 -0.95221363 -0.97790638 -0.971903915 -0.96597682 -0.985830605 0.30319733 0.384587745 0.124765395 -0.952866965 -0.98386241 -0.95627413 -0.970965055 -0.990059995 -0.962742385 0.237900302 0.54955476 -0.03809218 -0.94635927 -0.95840264 0.106442314 -0.9533102 -0.94143881 0.046311855 -0.96315542 -0.96374543 0.166045795 -0.9691224 -0.96594422 0.14296928 0.1422095245 -0.124145008 0.60596371 -0.580167805 -0.741741495 0.201284395 -0.133380515
"WALKING" 26 0.27707186075 -0.0183906329089125 -0.110436054620833 -0.5177027062375 -0.476096454437083 -0.635776778583333 0.669997072625 0.0628951108375 0.194038950263333 -0.97018344 -0.954373349845833 -0.952050736541667 0.0805271657941667 0.00483737169733333 -0.00868948039375 -0.596947612917917 -0.597802079064171 -0.734912477708333 -0.0182291503854167 -0.0837091090064167 0.086936252598125 -0.7077521449125 -0.74917047575 -0.6300449195125 -0.0971605398470833 -0.0403053067809583 -0.0542770612758333 -0.660510248586667 -0.795595732708333 -0.717500807291667 -0.498099025207917 -0.5117970759 -0.498099025207917 -0.5117970759 -0.619742177958333 -0.593000353695 -0.616844952216667 -0.68787089535125 -0.747518718416667 -0.770010727833333 -0.55799366027375 -0.512795660234167 -0.663611710604167 -0.503815829633333 -0.49156862359125 -0.65006412725 -0.266046802693333 -0.00118123927333333 0.09448995322125 -0.617413920799583 -0.622662198304167 -0.724234254125 -0.612312219306667 -0.598041970142917 -0.744693438791667 -0.08208893318875 -0.245973813584792 -0.153503216851667 -0.6240868380625 -0.7471717415 -0.6139758234625 -0.735076815266667 -0.752889471541667 -0.670254758541667 -0.0174424710483333 -0.0702711221552083 -0.0301665876191667 -0.52686664664625 -0.5803786237575 0.0568419913124167 -0.5958197088 -0.593618753297917 0.1323490144725 -0.709649170875 -0.727632661441667 0.00295644068304167 -0.778216552125 -0.775587847875 0.104746490991171 0.0323722979099167 0.0162168891960833 -0.043120026276 -0.0194694259187083 -0.534931861 0.0233394333979167 -0.119435187529958
"WALKING" 27 0.277264567074468 -0.0167969215592152 -0.110848300413564 -0.660976085218085 -0.630460488658511 -0.68321532587766 0.627230079867021 0.032242387143617 0.14116869604876 -0.974620173404255 -0.972505174787234 -0.959200394414894 0.0768320396617021 0.00617714992829521 -0.00495000607441489 -0.700549974357447 -0.674792293475665 -0.783632076781915 -0.0608887602789628 -0.0552177945716489 0.108947089653191 -0.795853557018617 -0.802048718989362 -0.674128512103723 -0.0893066039356303 -0.0450414487725798 -0.0586254676047872 -0.8210758325 -0.837320211489362 -0.782945588829787 -0.627947737417819 -0.677874152031915 -0.627947737417819 -0.677874152031915 -0.70180744799867 -0.696003354282979 -0.694016019806117 -0.754713306440957 -0.823067662473404 -0.837212879564096 -0.681454795855319 -0.641267840429521 -0.715482857547872 -0.654659392263298 -0.649506674776596 -0.692130765962766 -0.170304284611436 0.0959656106490425 0.133213659481649 -0.714554678365692 -0.694509658473138 -0.76857445225266 -0.712857956529255 -0.675744794384308 -0.797303408218085 -0.010461749626117 -0.115922114097074 -0.0681591510367021 -0.768505711292553 -0.795433953608777 -0.702788513114362 -0.806288410297872 -0.808791849202128 -0.697147299066489 -0.089165360111383 -0.0526592695792021 -0.00708333609679521 -0.667185803946808 -0.734883056953989 0.191781299814787 -0.688572791044947 -0.707531366315426 0.246742199214894 -0.785953610106383 -0.777810418832447 0.0114867378614096 -0.837585999827128 -0.848260021656915 0.203684998121436 0.00102764619013298 0.0165222288067287 0.0551370753053192 -0.0548551892077128 -0.464214148670213 0.0548380722978723 -0.0984576958632713
"WALKING" 28 0.277532554764398 -0.0191721442063089 -0.109710873104188 -0.649040391307853 -0.573651895933508 -0.685821415026178 0.62376789513089 -0.14757775521466 -0.0469931021049738 -0.973873328062827 -0.960365626256545 -0.946225637251309 0.0807263062382199 0.0138224436546073 0.000824208324801046 -0.680813725392147 -0.651619848945026 -0.800870581884817 -0.064496354556466 -0.0471474023101021 0.100840281329581 -0.740276591873298 -0.741285540196335 -0.669789662889791 -0.0881213551172775 -0.0447972595862042 -0.0607680707408115 -0.720515676293194 -0.825038783246073 -0.769755981125654 -0.610030902501309 -0.635821226515969 -0.610030902501309 -0.635821226515969 -0.689429387759162 -0.687703433627487 -0.648538641430367 -0.710956808836911 -0.78929494326178 -0.805738383010471 -0.654156519193717 -0.584932500113874 -0.715134474431937 -0.647807192984293 -0.595110472615916 -0.695767279528796 -0.217894722988743 -0.0652270030997382 0.0189878861753927 -0.686723799059424 -0.670718095926963 -0.779061720358639 -0.704073382410995 -0.654855915271466 -0.821715494424084 -0.034209736104712 -0.277563092237149 -0.126061027159817 -0.674356656020942 -0.747067907931937 -0.673513886890838 -0.762030978010471 -0.740819453429319 -0.700291282881152 -0.151644339683717 -0.270613215077225 -0.0896917400047906 -0.628763247405236 -0.696993999667801 0.0179948502780366 -0.675428720467801 -0.706415829342932 0.173610396659424 -0.73790809206911 -0.743784612693717 -0.122999827523272 -0.806882151753927 -0.818448508376963 -0.00200923842099476 0.0051397456891623 -0.00901140259397906 0.0480755265267016 -0.00150494933062827 -0.437369402670157 0.182743741320916 0.0624075363685864
"WALKING" 29 0.279111521944767 -0.018471953048314 -0.108675612269477 -0.574295395364826 -0.598400275636657 -0.606461283926453 0.683067625610465 0.115489757911628 0.208215370043721 -0.973282885843023 -0.964643161017442 -0.941621790232558 0.0788382324713372 0.00900161248883721 -0.00355290542467733 -0.623456414216366 -0.635499779848779 -0.793746797790698 -0.0101831910869331 -0.0882883296441861 0.0881626266546221 -0.73469927369157 -0.634569173421512 -0.713864583982558 -0.100707751809855 -0.0464322029527616 -0.052785999031686 -0.736117664139535 -0.853639613139535 -0.770221314302326 -0.553585593347965 -0.579067216088081 -0.553585593347965 -0.579067216088081 -0.664538060484884 -0.620472049862791 -0.602228993700349 -0.653732301592151 -0.802293906366279 -0.840156364186047 -0.579901000186134 -0.587686308146221 -0.680547675465116 -0.5727879490375 -0.630978844851831 -0.602550925183721 -0.165350787567733 0.128076957523023 0.0886270605992151 -0.629875853152035 -0.641289075786337 -0.768433928313954 -0.651564188964826 -0.655526116655523 -0.818292780813954 0.0107764076990698 -0.0815611305061628 -0.00952646181569767 -0.685747413486628 -0.735972301656977 -0.689221357718023 -0.752567831707849 -0.588857987485174 -0.749163172296512 0.00201044246625 -0.253940049719767 0.0203516079320058 -0.589294014734302 -0.639314176054942 0.162765300930698 -0.609879937469099 -0.636434470547384 0.227450813250137 -0.722018434984302 -0.671454324368401 -0.0446469221483721 -0.840464164156977 -0.851462426569767 0.212434137252471 0.00843199681639535 -0.00445131495703488 -0.0431070383319767 -0.000946753019534884 -0.560722156395349 -0.0159365438755814 -0.131056819056395
"WALKING" 30 0.276080501222368 -0.0175973973266579 -0.105658060130789 -0.618893533536842 -0.522349221961316 -0.528666325486105 0.695094346473684 0.0535258222835316 0.185937316134468 -0.974366446210526 -0.952119920473684 -0.930148598763158 0.0736764933886842 0.0077552672185 0.000255438073649999 -0.681596505682895 -0.662688195698684 -0.782490161947368 -0.0339625632881842 -0.0717504988947368 0.0830246256904737 -0.672727690092105 -0.544294480997105 -0.592392230728947 -0.0932811905657895 -0.0415263653982632 -0.0487768704016316 -0.781498790631579 -0.800032437973684 -0.764485671052632 -0.542233622934974 -0.591292047725526 -0.542233622934974 -0.591292047725526 -0.699048606606842 -0.661253306394211 -0.513983683654237 -0.577899122013158 -0.786994812473684 -0.811251586894737 -0.638006842653684 -0.560863889992895 -0.637566464086842 -0.612463962072947 -0.534859370813421 -0.513563951889316 -0.301174332863684 -0.0835283411591842 -0.0366845891535263 -0.687500175929737 -0.673531648002105 -0.756194273026316 -0.704654632481579 -0.674468572368421 -0.808123375105263 -0.130208280202632 -0.293436256980316 -0.165265610993663 -0.669152035113947 -0.632332956848974 -0.617725671628947 -0.678498341778079 -0.502830865592632 -0.622804023260526 -0.231827562541842 -0.358166544321053 -0.19995110594 -0.602781617891316 -0.649528262112237 -0.0285621410328684 -0.658315874783684 -0.667237615620999 0.0832582134847368 -0.671998061593763 -0.593583399135263 -0.203762011634737 -0.812135244605263 -0.823614839026316 0.0432508907463421 0.00922370327505263 0.0160168294243158 0.0187698991839474 -0.0208773797768684 -0.561955778131579 0.0330589598157895 -0.119258405454855
"WALKING_DOWNSTAIRS" 2 0.273113115788079 -0.0191323183174834 -0.115649958175497 -0.605586497159271 -0.428962986589404 -0.589360062210596 0.660782866688742 -0.147219886910411 0.134865335090728 -0.963015508245033 -0.960033560165563 -0.945365383907285 0.0785353156747351 0.00708771249764901 0.000755760748377483 -0.557809603123841 -0.491875889831788 -0.741885388311258 -0.0517030657821192 -0.0568420186817881 0.0872599422291391 -0.710648927815894 -0.722943674337748 -0.634888927843046 -0.0875587491668874 -0.0433986835453642 -0.0557541828188742 -0.671679103311258 -0.783595466728477 -0.674611933293046 -0.535281800541722 -0.552812545643709 -0.535281800541722 -0.552812545643709 -0.58777744543543 -0.512115278415232 -0.614771054893146 -0.680584887880795 -0.746559539039735 -0.740088733655629 -0.57377091142947 -0.432566581302351 -0.630081222124834 -0.619788102803311 -0.464723862913245 -0.600678614835099 -0.106763418901788 0.105734176023146 0.087210586428 -0.561682049622185 -0.50890379901457 -0.715745330403973 -0.595105612895033 -0.509147543673841 -0.767087015496689 0.0868000536209801 -0.139776595362185 -0.0942651868218543 -0.638717694593046 -0.722068978635762 -0.601594889654305 -0.734588540182119 -0.72716774102649 -0.683114494539735 -0.00576500648245033 -0.0702155008665563 0.0513627291214901 -0.514569861316887 -0.646662308457285 0.192199738218212 -0.509746432970861 -0.518800797709272 0.193066821118212 -0.699742945221854 -0.725310337688742 0.0471324812379801 -0.751615078360927 -0.744194981440397 0.124612068599768 0.00987176748993709 0.0140445759570199 0.0745850523983444 -0.0372927976207285 -0.434486657251656 0.17228684113245 -0.0788654586730132
